,Astro_AMY,Astro_AMY_CTX,Astro_CTX,Astro_HPC,Astro_HYPO,Astro_THAL_lat,Astro_THAL_med,Astro_WM,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_CA1,Ext_Hpc_CA3,Ext_Hpc_DG1,Ext_Hpc_DG2,Ext_L23,Ext_L25,Ext_L56,Ext_L5_1,Ext_L5_2,Ext_L6,Ext_L6B,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_2,Micro,Nb_1,Nb_2,OPC_1,OPC_2,Oligo_1,Oligo_2,Unk_1
0,0.030748319,0.00880414,0.00831256,0.0077326642,0.016812604,0.00028976746,0.00052355987,0.030538859,0.039412737,0.0025977811,0.05814874,0.0003611122,0.011636438,0.015334573,0.002819226,0.0013186537,0.043974314,0.00018062814,0.0046930807,0.0001827935,0.024067039,0.00011646807,0.0012787259,0.052636895,0.043329928,0.028369423,0.049863707,0.048468694,0.047757797,0.047632564,0.04760751,0.0038038641,0.013697846,0.019041551,0.012679781,0.006807468,0.05323837,0.016817035,0.028355733,0.015842726,0.0023414097,0.0011276702,0.021480491,0.05492672,0.042688135,0.014118937,0.0007676579,0.010275555,0.006437709
1,0.011170695,0.0104954885,0.021641718,0.04402797,0.017119167,0.00040167704,0.010117125,0.03101143,0.04765332,0.011872776,0.06367179,0.00024456048,0.0005635498,0.053441625,0.048018523,0.00021862118,0.00028391244,9.8801276e-05,0.00017532312,0.0002051791,0.00082775025,7.25282e-05,0.00037071106,0.048701108,0.034160808,0.01948969,0.04505975,0.055099837,0.054456994,0.041990884,0.054502714,0.022983497,0.0073344796,0.023467688,0.0027551213,0.007855448,0.070045106,0.031721484,0.02446602,0.0023980357,0.00036729706,0.0019742674,0.03377824,0.016231693,0.009406848,0.012261679,6.580253e-05,0.0041188626,0.001602355
2,0.041792203,0.010292195,0.00024091556,0.058288813,0.00016006136,0.00010716869,0.0001365397,0.0037859762,0.07043756,0.033137,0.08494308,0.00013258628,0.0018567609,0.071094185,0.058035456,0.00034492277,0.0010676302,6.0934828e-05,0.00012370301,0.00011626337,0.028067745,6.285216e-05,0.00045622172,0.046500314,0.001943569,0.029014211,0.025270233,0.053930275,0.020562071,0.029995743,0.055971764,0.0074459757,0.010061731,0.0002494911,0.00033007484,0.00015290178,0.0827502,0.011604787,0.027239064,0.00021957335,8.0682505e-05,0.000924569,0.0017272959,0.07067366,0.043280266,0.008357053,0.00011771362,0.0047034677,0.0021525316
3,0.043857697,0.0701572,0.027728386,0.04079181,4.1558273e-05,3.715138e-05,5.0608724e-05,0.00014905001,3.2107182e-05,2.6423675e-05,0.16661961,3.7831596e-05,4.1831423e-05,0.05921863,0.04516544,0.003138701,0.10341706,5.199845e-05,0.00020286634,0.058341708,0.0048162905,1.7008932e-05,3.060213e-05,7.423232e-05,0.005848387,0.0017612503,3.658731e-05,0.047714524,0.03681972,0.00018934565,0.048026636,0.023930516,0.00012750915,0.019728059,0.005490682,0.00018023224,6.670704e-05,0.08414053,0.0027435226,0.037485354,3.738947e-05,1.1238663e-05,0.04253532,0.0045833555,0.010252448,4.8010774e-05,4.785521e-05,0.0039995504,0.00014955636
4,0.04825394,0.031459484,0.00014077056,0.008979557,0.00017919035,4.232853e-05,5.830615e-05,0.06092969,7.01184e-05,5.2568666e-05,0.109953776,0.001981715,0.0019530144,0.007754542,0.0022036347,0.016013023,0.074634336,5.6118024e-05,0.0019339741,0.0001132122,0.07800405,2.910452e-05,4.8994618e-05,0.009427364,0.0012651006,7.311616e-05,7.028623e-05,0.0025052233,0.03841447,0.00020344966,0.0146740815,0.09690395,0.020309927,0.043470833,0.00027110818,0.0016752392,0.00037811606,0.091324866,0.0736353,0.034329537,7.001447e-05,0.0020833735,0.05965217,0.0001710114,0.01333093,0.014399465,8.304557e-05,0.0043105176,0.03212196
5,0.048109565,0.000341407,4.325262e-05,0.017500784,0.0157915,3.173297e-05,7.1893446e-05,0.06497786,5.0014612e-05,3.3259224e-05,0.11428254,3.4715613e-05,0.0068218876,0.023438891,0.038278002,0.010105647,0.03849428,3.398555e-05,5.09008e-05,3.7339236e-05,0.021312427,1.5362675e-05,5.6836565e-05,0.009119146,0.0012551602,0.002586083,0.00012714493,0.06162681,0.06357661,0.0034219357,0.0782002,0.068254665,0.014185714,0.0046891375,8.214089e-05,6.7202396e-05,0.00063952716,0.08187097,0.060798697,0.047213875,0.000121353594,1.7916094e-05,0.049667068,0.018075503,0.010208867,0.015719512,0.003511403,0.00014461303,0.004904726
6,0.061207484,0.048443764,0.00071011996,0.022390218,0.0005692466,0.000102083206,0.00013890181,0.08298253,0.0009284796,0.00037802997,0.09777468,0.00015056212,0.0107540535,0.03583641,0.015529524,0.00026040475,0.029758602,0.00010486536,0.00035341646,0.07766597,0.028450392,3.9029863e-05,6.0089056e-05,0.0053965854,0.00046763176,0.019820133,0.0002421237,0.06771337,0.036488444,0.029269625,0.04984555,5.411985e-05,0.01359226,0.0058809645,0.009905519,0.000103707884,0.00027366928,0.071966596,0.045275472,0.0020223644,0.00016728466,0.03552385,0.05563248,0.00020921908,0.012804883,0.019067978,0.0006522195,0.0029131246,0.000121939105
7,0.032368634,0.015620663,0.0002109178,0.011513977,0.008789154,0.00014760789,0.0001906104,0.027809955,0.00055691117,0.00026711906,0.07177413,0.0019392433,0.024311762,0.039137166,0.009599727,0.0040837806,0.020145329,0.0001562708,0.012667192,0.05623658,0.054190204,8.486548e-05,0.00014578964,0.0033548328,0.0069037434,0.020511769,0.0024597466,0.05630583,0.04993783,0.039323773,0.051084373,0.024216048,0.035015214,0.012140169,0.00012604661,0.00012704506,0.021127973,0.06858828,0.04683048,0.0014909904,0.00017448349,0.0048780222,0.033610705,0.041401576,0.06321708,0.018900484,0.00012177392,0.0057322932,0.0004716633
8,0.07358837,0.041790716,0.0003455723,7.726357e-05,0.0075660837,5.2061627e-05,9.044707e-05,0.052176412,0.00011946755,6.123883e-05,0.09843079,0.014124988,7.858843e-05,0.05958004,0.026876811,6.481708e-05,5.2566647e-05,3.99642e-05,6.283876e-05,0.08625328,0.0006648225,2.8175142e-05,5.537366e-05,8.377941e-05,0.00011375019,0.00012167692,0.045199968,0.022370994,0.042334113,0.063318044,0.081342064,0.053230084,0.011953228,0.00013313224,0.00029713946,0.00013227647,5.0814862e-05,0.09691979,0.00034592397,0.00010295028,0.00012468116,0.0018230036,0.0333555,0.052263748,0.009240322,0.0062520844,3.9565715e-05,2.513369e-05,0.016645525
9,0.03775764,0.016124409,0.00037684393,0.013626614,0.013838854,0.00019721713,0.00031997153,0.033648487,8.969751e-05,6.588081e-05,0.07548022,0.00040561738,0.00020020887,0.052497532,0.04483137,0.00015114258,0.05664852,8.8030414e-05,0.00019120607,0.056838606,0.000108081316,4.143264e-05,6.660328e-05,0.009143595,0.0003348119,0.0060453997,0.0015050665,0.06989182,0.06551235,0.05981913,0.07406845,0.08508946,0.019484403,0.0061495556,0.00015040959,0.00012893973,0.011137432,0.06795344,0.024426123,0.00059369154,0.008129164,0.002306802,0.05053987,0.0041561085,0.0059254,0.012856161,5.360118e-05,0.010224952,0.00077976874
