,Astro_AMY,Astro_AMY_CTX,Astro_CTX,Astro_HPC,Astro_HYPO,Astro_THAL_lat,Astro_THAL_med,Astro_WM,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_CA1,Ext_Hpc_CA3,Ext_Hpc_DG1,Ext_Hpc_DG2,Ext_L23,Ext_L25,Ext_L56,Ext_L5_1,Ext_L5_2,Ext_L6,Ext_L6B,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_2,Micro,Nb_1,Nb_2,OPC_1,OPC_2,Oligo_1,Oligo_2,Unk_1
0,0.006441524,0.010028092,0.029212242,0.04311856,0.016112572,0.05958629,0.04270204,0.017588614,0.015162107,2.9815537e-05,0.0007414808,0.034954388,0.06494498,0.0019747957,0.027640643,0.00015670167,0.0618557,0.037783433,0.05375346,1.9344128e-05,0.041355755,0.019910727,2.753794e-05,0.008315682,8.161894e-05,0.06033355,0.00012415308,0.037083417,0.000287544,0.049537916,0.03185487,0.063613,0.00010031369,0.037072044,0.019091872,0.019033313,0.011773701,0.006807631,0.014502148,1.1739233e-05,0.00011131625,0.0017366358,0.027223207,0.013832726,0.009456995,0.0025870313,1.2291562e-05,8.569756e-06,0.0003057797
1,0.00079486845,0.0115011,5.579057e-05,0.036707055,0.05251018,0.05031729,0.0026079852,0.033726066,3.0252557e-05,5.795552e-06,0.0041402397,0.01710673,0.043851282,1.0938368e-05,6.4248325e-06,2.4444605e-06,0.0702203,0.059290156,0.0146313,4.403223e-06,1.0785088e-05,2.9123014e-06,2.708497e-06,3.600602e-06,4.40508e-06,0.09725326,0.071274206,1.7659733e-05,0.0037326335,0.029202877,0.026072027,0.112265356,0.004328737,0.10662605,4.8076767e-05,0.029127648,3.4943914e-06,0.0074387793,0.009302506,1.2646983e-06,0.006177597,0.0010658203,0.026766274,0.06369448,0.004101212,1.6468051e-06,1.2667468e-05,0.0039280187,1.2773813e-05
2,0.00039526098,0.02216309,0.0007466377,0.06431666,0.020189026,0.059781462,0.005724492,0.048526704,0.022635471,5.9687613e-06,0.025278967,1.574673e-05,0.052414343,9.6261385e-05,2.3807463e-05,3.7021355e-06,0.014826981,5.8176636e-05,0.009132502,5.115221e-06,0.022771554,0.08775202,4.7713274e-06,0.039374255,0.00019294934,0.089938305,0.053697955,0.02175196,0.008979059,0.012296832,0.011271031,0.08588811,5.064214e-06,0.08198379,0.013261898,0.020449731,7.249925e-05,0.017759724,0.005979436,1.9848624e-06,5.0410013e-06,0.0030315036,0.03194039,0.005035013,0.00015735411,0.0028937554,4.5039455e-06,1.3176261e-06,0.0371581
3,0.000676679,0.03272626,0.033936143,0.015951134,6.8861475e-05,0.05835857,0.023421157,0.043797866,0.009485991,4.1717344e-06,0.045795646,0.001179639,0.054682035,0.003238475,2.0084784e-05,3.728611e-06,0.03307491,0.024693571,1.7998633e-05,0.0007152522,1.2168549e-05,0.0706142,2.9212165e-06,0.024557836,0.012370917,0.008609919,0.045491282,0.008759301,0.0637169,0.033867948,0.038771417,0.041113913,0.005755985,0.04018399,0.007864156,0.06631378,0.03517445,0.0100674,0.00446678,3.1560098e-06,0.0121332025,0.0033462737,0.03110654,0.00013639337,0.009019666,8.849246e-05,5.8595656e-06,0.028828697,0.015768152
4,5.4448108e-05,0.035150744,7.229314e-06,0.015545339,0.013570895,1.1825147e-06,0.001501322,0.05506623,0.10247499,2.9430437e-06,6.710039e-07,0.056890342,2.6873993e-06,0.021272263,4.298257e-05,1.4185879e-06,3.6373967e-06,4.35203e-06,1.24741855e-05,0.019203577,3.2218306e-06,8.9178303e-07,1.3271277e-06,0.12375443,0.04439611,0.00015865675,0.0826536,6.233865e-05,0.051795337,3.1288408e-05,0.02319655,0.10050802,0.028826214,4.307518e-06,3.382283e-06,2.097485e-06,0.10646406,9.115205e-06,1.1810352e-05,7.981755e-06,1.0357698e-05,2.870407e-06,0.03179986,0.013193565,0.012546237,1.0196043e-06,1.3262063e-06,0.0237751,0.035969343
5,4.530491e-05,0.016615964,3.9005e-05,0.017673058,0.032929804,2.3067664e-06,0.00027749836,0.08011887,0.088882975,1.2479728e-05,0.07613573,0.023170952,8.276177e-06,0.047543667,0.025522592,2.7399328e-06,0.021296974,0.00014340952,1.0321979e-05,2.3532515e-05,0.026230255,1.3365732e-06,3.229518e-06,0.056888536,0.0386197,1.1149796e-05,0.07071011,4.1673447e-05,0.011995475,0.0029267063,0.05370313,0.09822585,0.024460455,0.02278842,0.005978479,4.5945326e-06,0.07763316,0.00030732015,7.61382e-06,3.0351216e-06,0.005990974,0.0010491016,0.037726898,0.008777659,0.021305347,0.0013932877,0.0027520843,2.1972348e-06,6.7284573e-06
6,0.031522952,0.016282627,3.1982025e-05,0.027710093,0.010704297,7.3547326e-06,0.0028193763,0.019565387,0.0663379,5.673786e-06,0.038633544,0.07121901,0.005612836,0.026116582,0.01109662,0.010081317,0.061141346,3.4880877e-06,2.3194185e-05,1.0757189e-05,9.218212e-05,1.6065502e-06,8.230245e-06,0.087846585,0.08618556,0.03881589,0.005372501,0.052887566,0.010543187,0.00022908473,0.028034259,0.083481915,0.02955133,0.00059767056,0.005598753,7.5721386e-05,0.08096956,0.00034710782,0.005704649,0.016584735,0.0036347343,0.0009894875,0.008182519,0.006610558,0.0059383535,4.7580206e-06,1.6885106e-06,0.0007428436,0.04204047
7,0.024148809,0.03570575,1.570426e-05,0.0009500693,0.015720733,0.0037694278,0.08460064,0.029121103,3.853554e-06,3.2048265e-06,0.06391519,0.03724963,0.0016923732,0.034935914,0.004466505,0.025624327,0.021657657,2.0609527e-06,0.014458593,2.8989523e-06,1.4424556e-05,9.628034e-07,1.7592856e-06,0.035209812,0.1052938,0.01753237,0.03883793,0.030161662,0.07997562,0.064993784,0.026827253,0.04372234,0.018390916,2.520546e-06,3.8278154e-06,2.2783272e-06,1.3692945e-05,4.2530137e-05,0.089133404,4.032272e-06,3.614672e-06,0.0015144263,0.013419563,0.025960257,0.010452597,9.666136e-07,1.4180098e-06,0.0004136148,2.4130446e-05
8,0.020542672,0.03412811,6.090481e-06,0.015480218,0.04359635,6.4080473e-06,0.0064354516,0.029589733,1.1697849e-06,1.1741266e-06,0.11621831,5.3152535e-06,0.0018313221,0.00012847803,0.022507003,0.005438811,0.08201383,2.2079046e-06,6.2142262e-06,2.3041991e-06,0.030784743,8.3811284e-07,1.1891018e-06,0.01941261,0.01975156,0.022828976,2.5970642e-06,0.067937225,0.037685163,0.00014150146,0.09231077,0.11455147,0.008866427,8.600583e-07,1.966613e-06,1.3080441e-06,9.287485e-05,0.014668332,0.10400706,2.727949e-06,0.010269661,0.014525573,0.014327318,0.015318684,0.017846664,0.0011061202,1.3530375e-06,8.816635e-06,0.015604564
9,0.059417292,0.029020272,0.012942127,0.009350716,0.015308227,0.0005341586,0.08237671,0.027771885,5.087957e-06,3.9446813e-06,0.078998536,0.0010259604,1.3640143e-05,1.8378903e-05,0.027016025,0.009949524,1.8240255e-05,0.016736006,1.2443707e-05,0.022600569,0.029814048,3.320003e-06,2.5379002e-06,3.2044172e-05,0.082523644,0.0003554475,1.5539443e-05,0.00014997322,0.066608995,0.0644096,0.03359628,0.03581258,0.008330759,0.00073052075,0.030961646,0.08984541,0.0018480667,0.020606546,0.083799444,2.9616174e-06,2.9376806e-06,0.0024417404,0.01778972,0.011122931,0.017570792,0.0025315022,0.0005410596,0.00538553,4.485743e-05
