"","cell_ID","Ext_L23","Oligo_2","Astro_THAL_med","Inh_Sst","Inh_6","Inh_Meis2_3","Micro","Ext_L5_2","Ext_Pir","Astro_AMY","Inh_2","Inh_1","Inh_Pvalb","Inh_Lamp5","Ext_L25","Nb_2","Ext_Thal_1","Ext_L56","Ext_Unk_3","Inh_3","Ext_Amy_2","Ext_Thal_2","Ext_L5_1","Unk_1","OPC_1","Astro_AMY_CTX","Ext_Hpc_DG1","Astro_HYPO","Inh_4","Inh_Meis2_1","Ext_Hpc_DG2","Inh_Meis2_2","Ext_Hpc_CA1","Ext_L6B","Astro_CTX","Ext_Amy_1","Astro_WM","Oligo_1","Ext_L6","Astro_THAL_lat","Nb_1","LowQ_2","Inh_Vip","Astro_HPC","Ext_ClauPyr","OPC_2","Inh_5","Ext_Hpc_CA3","Inh_Meis2_4"
"1","exper1_location_0",0,0,0,0,0,0,0,0,0.124421310214683,0.0642493900023251,0.0589035916655431,0.098959913270736,0,0,0,0.0428119135108652,0.058091934985099,0,0,0,0,0.0508414620876914,0.0525281702049864,0,0,0,0,0,0,0,0,0,0,0,0,0.0376989274632124,0,0,0,0,0,0.0466507035968034,0,0,0.241653997822287,0,0.0301133975977024,0,0.0930752875780661
"2","exper1_location_1",0,0,0,0,0.0299023792455197,0,0,0.132390993754403,0.00644699873478646,0,0,0.104645101712833,0,0,0,0,0.0601868847202116,0,0,0,0,0,0,0,0,0,0.0941727437278999,0,0,0,0,0,0,0,0,0.0417827571091297,0,0,0,0,0,0,0,0.067750698635338,0.211982758941006,0,0.0302783148345053,0,0.220460368584367
"3","exper1_location_2",0,0,0,0,0,0,0,0.106300000583537,0,0,0,0.0598994578796801,0,0,0,0,0.0386655706014225,0,0,0,0.119639298043623,0,0,0,0,0.0681414857639496,0.115128170597829,0,0,0,0,0,0,0,0,0.0470632413412743,0,0,0,0,0,0,0,0,0.244636560130247,0,0.0544499721224626,0,0.146076242935975
"4","exper1_location_3",0,0,0,0,0.0396979365514321,0,0,0.1680517886161,0,0,0.0201648817441753,0,0.0522383598568624,0,0.0597130364470795,0,0,0,0,0,0,0,0,0,0,0.112829971009008,0.109708663763858,0,0,0,0,0,0,0,0.000231175114410952,0,0,0,4.36617228213173e-19,0,0.0158130092520379,0,0,0,0.345437278488424,0,0.076113899156612,0,0
"5","exper1_location_4",0.00074928949227568,0,0,0.0443126554159367,0.123039777019526,0,0,0.0872485233971831,0,0,0,0,0.107443917596013,0,0,0,0,0,0,0,0,0,0,0,0,0.0551356469530356,0,0,0,0.0147987821100673,0,0,0,0,0,0,0.0163814185834514,0,0.0914067039822434,0,0.0322658292834133,0,0,0,0.427217456166854,0,0,0,0
"6","exper1_location_5",0.00469552627359994,0,0,0.10996274408502,0.0540208633792742,0,0,0.0788994511540802,0,0,0.00649583028457819,0,0.036543108951791,0,0,0.0128750509106417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773249282611797,0,0,0,0,0,0.100637086048024,0,0,0,0,0,0.0234841668322751,0,0.320921797687931,0,0.174139446131606,0,0
"7","exper1_location_6",0,0,0,0,0,0,0,0.163708768481361,0,0,0.149727843308721,0,0.0649437374943719,0,0,0,0,0,0,0,0,0,0,0,0,0.0810485470215746,0,0,0,0,0.0799498856888473,0.0215075480135256,0,0,0,0,0.0767582872058046,0,0,0,0.0368380676897396,0,0,0,0.293163529242745,0,0.0323537858533099,0,0
"8","exper1_location_7",0,0,0,0,0.0475096671481863,0,0,0.186663289558654,0,0,0.00354983206457309,0,0.155015402510922,0,0,0.0392517564764313,0,0,0,0,0,0,0,0,0.0550927242854927,0.0408982413733459,0.0663112270791685,0,0.0782547147401824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31672189378415,0,0.0107312509788945,0,0
"9","exper1_location_8",0,0,0,0,0.0551348688148935,0,0,0.237013300175646,0,0,0,0,0.0730622458028926,0,0,0,0,0,0,0,0,0,0,0,0,0.0436617854932369,0.139439498005873,0,0.155419679257235,0,0,0,0,0,0,0.0233776956328748,0.0771235813924582,0,0,0,0,0,0,0,0.159994614346431,0,0.0357727310784589,0,0
"10","exper1_location_9",0,0,0,0,0.196581712044478,0,0,0.192866358963482,0,0,0.0265594255991331,0,0.0838134335913901,0,0.0185949746371035,0,0,0,0,0,0,0,0,0,0,0.0478414333084548,0,0,0,0,0.0798488079046577,0,0,0,0,0,0,0,0,0,0,0,0,-2.95521086975758e-20,0.248766637511777,0,0.105127216439523,0,0
"11","exper1_location_10",0,0,0,0,0.12279514671369,0,0,0.173975919351051,0,0,0.170235405548143,0,0.0805782379265744,0,0,0.0491334176949188,0,0,0,0,0,0,0.141391259915602,0,0,0,0.0518274511327795,0,0,0,0,0,0,0,0,0.0239605695827005,0.0759049324272282,0,0,0,0.0148335205635534,0,0,0,0.0569501275704758,0,0.0384140115732832,0,0
"12","exper1_location_11",0,0,0,0.0955519333107728,0.0487538105097974,0,0,0.260565076806412,0,0,0,0,0.0436729190892374,0,0,0,0,0,0,0,0,0,0,0,0,0.0992617776597914,0,0,0.200364617374733,0,0.0518808601957213,0,0,0,0,0.0449757366500562,0,0,0,0,0.0343738874788736,0,0,0,0.109755381350051,0,0.0108439995745534,0,0
"13","exper1_location_12",0.130536422395508,0,0,0,0.0281937208502619,0.0394010036184331,0,0.0702171848156789,0.00012892655144281,0,0.0576937185814769,0,0.085514110048149,0,0,0,0.0400315644605268,0,0,0,0,0.160385573657796,0,0,0,0,0,0,0,0,0,0,0,0.255340511675139,0,0,0.0434773467619359,0,0,0,0,0,0,0,0.03647944722259,0,0.0526004693610616,0,0
"14","exper1_location_13",0,0,0,0,0.0412065535710148,0,0,0.311858392258484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421136255845513,0,0,0,0.0357918952827043,0,0,0,0,0.00144279632268741,0,0,0.0254632927416901,0,0.0289659239977504,0,0,0.124264171270534,0,0,0,0,0,0.00705176721309779,0,0.00281895149652448,0,0
"15","exper1_location_14",0,0,0,0,0,0,0,0.0399677388719889,0,0,0,0,0,0,0,0,0.00670122130426918,0,0,0,0,0.499391063150329,0.11256575905843,0,0,0,0,0,0,0,0.219947578499564,0,0,0,0,0,0,0,0.0129698996277781,0,0,0,0,0,0.108456739487641,0,0,0,0
"16","exper1_location_15",0,0,0,0,0.0728173775879192,0,0,0.121082673415427,0.089345102983787,0,0,0,0,0,0,0,0.0895805503732885,0,0,0,0,0.407904758046205,0,0,0,0,0.0990356249580264,0,0,0,0,0,0,0,0,0,0,0,0.0472629826612714,0,0,0,0,0,0.072970929974075,0,0,0,0
"17","exper1_location_16",0,0,0,0,0.0225720105427681,0,0,0.173447240116353,0,0,0,0,0,0,0,0,0.101723487712142,0,0,0,0,0.346112459646188,0,0,0,0,0,0,0,0,0.0497334219264969,0,0,0,0,0,0.027591011770574,0,0.169111225991321,0,0,0,0,0,0.109709142294157,0,0,0,0
"18","exper1_location_17",0.000801682776570156,0,0,0,0.0555590683515808,0,0,0.315944432295226,0,0,0,0,0,0,0,0,0,0,1.01591458916639e-20,0,0,0.128862399138288,0,0,0,0.0465430920766448,0.0610397595453547,0,0.175968522417613,0,0,0,0,0,0,0,0,0,0.100171884299986,0,0,0,0,0,0.115109159098736,0,0,0,0
"19","exper1_location_18",0,0,0,0,0.0354646784080949,0,0,0.0173201979204988,0,0,0,0,0,0,0.048305978212027,0.0284698038256883,0,0,0,0,0,0.328832038851036,0,0,0,0,0.0683052632702128,0,0.178109613831988,0,0,0,0,0,0,0,0,0,0.0276314092358748,0,0,0,0,0.0449439312087219,0.158251453774504,0,0.0643656314613529,0,0
"20","exper1_location_19",0,0,0,0,0.055204847101654,0.0316113675179554,0,0.0870351432082321,0,0.0397000525076613,0,0,0,0,0,0,0,0,0,0,0,0.284224530578704,0.00586548682763233,0,0.0416219158996634,0,0.0394893920130858,0,0.00486763912782057,0,0,0,0,0.0833374216684924,0,0,0,0,0.159432128960778,0,0,0,0,0,0.0336461390404747,0,0.133963935547846,0,0
"21","exper1_location_20",0,0,0.039256637213134,0,0.0231444152332557,0.104055946178432,0,0.053245177775834,0.150328144421067,0,0,0,0,0,0,0,0,0.0981954074590524,0,0,0,0.13166634965865,0,0,0,0,0,0,0,0,0,0,0,0.231897319893503,0,0,0,0,0.136600147172004,0,0,0,0,0,0.0316104549950691,0,0,0,0
"22","exper1_location_21",0,0,0,0,0,0.148352460863074,0,0.192094095957729,0.127065137839737,0,0,0,0,0.0106914775363417,0.00384174929631472,0.0341901752323196,0.027686400893317,0.0182734236940504,0,0,0,0,0.0917546982523421,0,0,0,0,0,0,0.027631408940578,0,0,0,0.171503927015983,0,0,0,0,0,0,0,0.0249323364725389,0,0.0402674775843481,0.0817152304213266,0,0,0,0
"23","exper1_location_22",0,0,0,0,0,0.179393621804739,0,0.0211446480750209,0.00661767435064167,0,0,0,0,0,0,0,0,0,0,0,0.158297795729108,0,0,0,0,0,0,0,0,0,0,0,0,0.501262386016125,0,0,0,0,0.0373812280011761,0,0,0,0,0,0.0959026460231897,0,0,0,0
"24","exper1_location_23",0.132702806651802,0.0302807240190286,0,0,0,0.0959645278426183,0,0.0257334507246226,0.190549819795663,0,0,0,0,0,0,0.0541435021498819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371077942784959,0,0,0,0,0,0,0,0,0,0,0.0995472260314246,0,0,0,0
"25","exper1_location_24",0.102110648242006,0,0,0,0.036287801428612,0.0625481651310919,0,0,0.18831382782882,0,0,0,0,0,0.0449933917790201,0,0,0,0,0,0.0632628247220211,0,0,0,0,0,0,0,0,0,0,0.00314952563419829,0,0.321745657179872,0,0,0,0,0,0.0580353161507867,0,0.0360707286333464,0,0,0.0537989865924248,0,0.0296831266777999,0,0
"26","exper1_location_25",0.109549758833448,0,0.00106377360491835,0,0,0,0,0.0429912701885307,0.149073985222117,0,0,0,0,0,0,0.0543452697219605,0,0.0163720351311755,0,0,0,0,0,0,0,0,0.0493381013120032,0,0,0.0344423814505505,0,0,0,0.193383969728908,0,0.13005898453294,0,0,0,0.127978420841253,0,0.0503880127129527,0,0,0.0410140367192427,0,0,0,0
"27","exper1_location_26",0.25979028670032,0,0,0,0,0.164310109220504,0,0.0600819552196939,0.0977966930633522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381735990275574,0,0.0534137268169632,0,0,0,0,0,0.19769301746777,0,0,0,0,0,0.00574111111563288,0,0.036301657835357,0,0,0.0866978435328495,0,0,0,0
"28","exper1_location_27",0.0065115071021871,0,0,0,0.0257615862284268,0,0,0,0.134146062634747,0,0,0,0,0,0.019661946858954,0,0.0313669777840149,0,0,0,0.157097761640818,0,0.103002805686293,0,0,0.0282139789537374,0,0,0,0,0,0.0340804908902071,0,0.305925095613932,0,0,0,0,0.00358270256686595,0.0237527988137057,0,0.0148674768607814,0,0,0.0803230048845279,0.0237171332031432,0,0.00798867027765839,0
"29","exper1_location_28",0.0470112821979333,0,0,0,0,0,0,0.00765485188186297,0.110042032352966,0,0,0,0,0,0.0310043395645516,0,0,0,0,0,0.178367646628376,0,0.0718064103849651,0,0,0,0,0,0,0,0,0,0,0.329328844471459,0,0.0802403589633902,0,0,0,0,0,0,0,0,0.0565965004516332,0,0,0,0.0879477331028617
"30","exper1_location_29",0,0,0,0,0,0,0,0.0896252039242882,0.027140140141301,0,0,0,0,0,0,0,0,0,0,0,0.143154053794921,0,0,0,0.0236882229783197,0.0412917063902788,0,0,0.0191910290364093,0,0,0.0310912074140639,0,0.228508276532194,0,0.145375425998783,0,0,0,0,0,0.0278711042410258,0,0,0.132000799862138,0.0363472382956725,0,0,0.0547155913906048
"31","exper1_location_30",0,0,0,0,0.0249160941911251,0,0,0.0607185025969264,0,0.0326794666991175,0,0.0217436604344745,0,0,0,0,0.0610681038296168,0.106268615174088,0,0,0.167941234634168,0,0,0,0,0,0,0,0.141895426219838,0.044931288997691,0,0.0654987595770287,0,0.091516747546216,0,0,0,0,0,0,0,0,0,0,0.139968293247599,0.040853806852111,0,0,0
"32","exper1_location_31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428847850827959,0,0,0,0.179680220243236,0,0,0,0,0,0,0,0,0.0400157957960496,0,0,0.040627600977128,0.347942678724516,0,0.12900457209892,0,0,0,0,0,0,0,0,0.0722668330542974,0.0583593890676883,0,0,0.0892181249553686
"33","exper1_location_32",0,0,0,0,0.0296389376142145,0.00147767558690974,0,0.10201284064661,0,0,0,0,0,0.0355429011188672,0.0403389589676329,0,0,0,0,0,0.131283418730038,0,0,0,0,0.0705467621359024,0,0,0,0,0,0,0.145242017166026,0.0871016730821956,0,0,0,0,0,0,0,0,0,0,0.121523805660198,0.0294581814065224,0.0832418554949525,0.0233905029988386,0.099200469391092
"34","exper1_location_33",0,0,0,0,0.0429679203830571,0,0,0,0.131409807063898,0,0,0,0,0.0451960868887725,0,0.0342641056925956,0,0.0619351508776515,0,0,0.00625161561323674,0,0,0,0,0.0933383319432903,0,0,0,0,0,0.0257312051504585,0.317729254380665,0.0866319499960749,0,0.051973104530037,0,0,0,0,0,0,0,0,0.0385201617270719,0.0220435122799414,0.0420077934732491,0,0
"35","exper1_location_34",0,0.0236376007293588,0,0,0,0,0,0.100720818162917,0.194823704916063,0,0,0,0,0,0.0606823214106265,0.0493148746827037,0,0,0,0,0,0,0,0,0,0.107172198928381,0,0,0,0,0,0,0.125105397706567,0.0748266849406157,0.00646157716886045,0,0,0,0,0.134491061286824,0,0,0,0,0.122763760067083,0,0,0,0
"36","exper1_location_35",0.0933574923909484,0,0.0504996315236709,0,0,0,0,0.0476828425394635,0.00938702938857451,0,0,0,0,0,0,0,0,0.0406499849040998,0.0821840262003482,0,0.103164976277614,0,0,0,0,0.0549592057735155,0,0,0,0.0324597440313686,0,0,0.0219540045222279,0.0808258554350124,0,0,0,0,0.132275748057949,0.0559040811591679,0,0.0384971820113557,0,0,0.128924537715839,0,0,0.0272736580688456,0
"37","exper1_location_36",0.17198975731621,0,0,0,0.0423480548454647,0,0,0,0.0754826973357553,0,0,0,0,0,0.00397548210174323,0,0,0.0548602200163223,0.07664253260428,0,0,0,0.0565823713941987,0,0,0,0.0749976763794159,0,0.069653513896393,0.0647536420979324,0,0,0,0.132462734375118,0,0.0287308670097698,0,0,0,0.0663834037140635,0,0.0528047513558748,0,0,0.0283322955574584,0,0,0,0
"38","exper1_location_37",0.214454667983543,0,0,0,0.0446307937245566,0,0.0245019505114447,0,0.165474606095667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544122662062861,0,0,0,0,0,0,0.135475385911155,0,0,0,0,0,0.0629526080882232,0,0.190890229502412,0,0,0.06969594295206,0,0,0,0.037511549024652
"39","exper1_location_38",0.150693953713902,0,0.0673836673188366,0,0,0,0,0.0292261075829563,0.423276973624068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144078564700713,0,0,0,0,0,0.0398572836176152,0,0.0834271922901748,0,0,0.062056257151735,0,0,0,0
"40","exper1_location_39",0.183175508358425,0,0,0,0,0,0,0.0650395808561177,0.391075728476577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226681752804569,0,0,0,0,0,0.0994619887929643,0,0,0,0,0.0345654407113464,0,0,0,0
"41","exper1_location_40",0.173446288634499,0,0,0,0.0244656213231749,0,0.0277140527181751,0.0574323470083969,0.303133699584943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491356399252152,0,0,0,0,0.0332216756597732,0,0,0.166133126373835,0,0,0,0,0,0.0927188008903934,0,0.0363430912286664,0,0,0.0362556566529282,0,0,0,0
"42","exper1_location_41",0.198160634374537,0,0,0,0,0,0,0.069595755121016,0.230257345922221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159828556396055,0,0.0445814977818763,0,0,0,0.104293050300703,0,0.0920528030451385,0,0,0.101230357058453,0,0,0,0
"43","exper1_location_42",0.248389524912158,0,0,0,0,0.0430251142683933,0,0.0389428629548178,0.100036534643522,0,0,0,0,0,0.0291932948647134,0,0,0.0300640406895195,0,0,0,0,0,0,0,0,0,0,0.0110329284139247,0,0.0582314019538737,0,0,0.254043466422037,0,0.0655058533576132,0,0,0,0.0453172716402261,0,0.0499241154312167,0,0.0262935904479837,0,0,0,0,0
"44","exper1_location_43",0.145993791417293,0,0,0,0,0.048294183105876,0,0.109025039497749,0.127537095367283,0,0,0,0,0,0.0396809062600376,0,0,0.0406414416350235,0.0140033039400158,0,0,0,0,0,0,0.0474386536110366,0,0,0,0.056568334294405,0,0,0,0.158339494467106,0,0.0334070338152333,0,0,0,0.0570996965331328,0,0.0232495371677785,0,0,0.0765843634670848,0,0.0221371254209446,0,0
"45","exper1_location_44",0.185607983357924,0,0,0,0.0217691895990205,0.0692210381766295,0,0.113545287966561,0.12322417205592,0,0,0,0,0,0,0,0,0,0.0408469972809581,0,0.0189994687231253,0,0.0449418992279719,0,0,0,0,0,0.0537620657215248,0,0,0,0,0.122734391283888,0,0,0,0,0,0.0658977272315813,0,0.103542863578038,0,0,0.0359069157968577,0,0,0,0
"46","exper1_location_45",0.0746350566647138,0,0,0,0.0251866985525554,0.0468128303336376,0.0229374372961936,0.0943397187136653,0.115340367923348,0,0,0,0,0,0,0,0,0,0,0,0.126701300635176,0,0.00771033275753923,0,0,0,0,0,0.0635690302555971,0,0,0,0.0589022132383368,0.099901428837941,0,0,0,0,0,0.10016494176793,0,0.0919105367688132,0,0,0.0718881062545524,0,0,0,0
"47","exper1_location_46",0.187885002491733,0,0.0598645600660766,0,0.043735195425831,0,0,0.113140737314463,0.0611835120811428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285146070336551,0,0,0,0,0.0330075974529358,0,0.0497240898316813,0.178670095105234,0,0,0,0,0.04435515117171,0.041390967243258,0,0.0483442669690662,0,0,0.0525570322213182,0,0.057627185591895,0,0
